timestamp,mac,rssi,origem
2025-04-05 15:31:29.021491,54:4b:54:24:74:37,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.022946,52:9f:14:d9:81:25,-78.0,-78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.037155,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.045917,30:cc:21:14:be:83,-19.0,-19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.102307,b8:c6:aa:72:e5:fa,-41.0,-41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.155914,56:4b:54:34:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.167824,22:55:7e:84:10:17,-78.0,-78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.169450,1e:98:11:c5:8f:2f,-73.0,-73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.359263,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.455476,dc:4f:22:fa:54:46,-74.0,-74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:29.904080,d8:77:8b:f0:ad:72,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.045031,56:4b:54:3b:84:8f,-43.0,-43 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.068781,30:cc:21:14:be:83,-19.0,-19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.136033,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.211594,1e:98:11:c5:8f:2f,-72.0,-72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.268807,54:4b:54:24:74:37,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.292420,32:fa:bb:95:5e:e2,-67.0,-67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.386049,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:30.566211,a0:de:0f:60:67:8d,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.003937,54:4b:54:24:74:37,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.057621,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.069031,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.099876,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.180582,a0:de:0f:60:67:8d,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.360754,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.435949,00:e0:20:5c:07:c5,-80.0,-80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.489916,1e:98:11:c5:8f:2f,-74.0,-74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.803426,52:9f:14:d9:81:25,-77.0,-77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:31.963428,48:9a:5b:c7:f8:40,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.020808,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.054643,ee:30:b3:e2:b3:e2,-80.0,-80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.081633,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.093055,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.137750,74:ec:b2:78:e1:3e,-38.0,-38 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.140217,52:9f:14:d9:81:25,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.261867,1e:98:11:c5:8f:2f,-74.0,-74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.307046,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.342141,54:4b:54:24:74:37,-85.0,-85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.435655,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:32.876425,f0:a8:82:56:94:ae,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.003262,54:4b:54:2b:84:8f,-61.0,-61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.003450,54:4b:54:24:74:37,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.014605,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.044730,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.061297,52:9f:14:d9:81:25,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.127359,a0:de:0f:60:67:8d,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.471064,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.838850,22:55:7e:84:10:17,-66.0,-66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:33.868032,56:4b:54:34:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.007541,22:55:7e:84:10:17,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.010844,52:9f:14:d9:81:25,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.012941,54:4b:54:24:74:37,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.027239,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.038660,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.068988,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.150478,a0:de:0f:60:67:8d,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.204705,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:34.408524,1e:98:11:c5:8f:2f,-76.0,-76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.034530,50:8a:06:fc:81:4d,-57.0,-57 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.051244,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.062637,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.072200,a0:de:0f:60:67:8d,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.086345,30:cc:21:14:be:83,-19.0,-19 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.188577,22:55:7e:84:10:17,-60.0,-60 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.242572,52:9f:14:d9:81:25,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.345429,10:c2:5a:ff:a6:56,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.400234,1e:98:11:c5:8f:2f,-75.0,-75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.481421,a0:de:0f:60:67:88,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.500505,56:4b:54:34:74:37,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.591262,54:4b:54:24:74:37,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:35.906821,02:e0:20:0c:07:c5,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.014626,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.069834,54:4b:54:24:74:37,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.075223,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.086601,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.160845,52:9f:14:d9:81:25,-80.0,-80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.505802,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.545780,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.591523,22:55:7e:84:10:17,-73.0,-73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.616236,1e:98:11:c5:8f:2f,-68.0,-68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:36.961117,56:4b:54:31:a6:ef,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.008269,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.017832,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.038492,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.091285,22:55:7e:84:10:17,-73.0,-73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.099256,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.127269,54:4b:54:24:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.138795,52:9f:14:d9:81:25,-77.0,-77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.157346,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.421733,1e:98:11:c5:8f:2f,-70.0,-70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.761402,48:9a:5b:c7:f8:40,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.878687,00:e0:20:5c:07:c5,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.906112,02:e0:20:0c:07:c5,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:37.936908,54:4b:54:1e:ef:47,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.020844,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.032280,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.033306,22:55:7e:84:10:17,-77.0,-77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.062737,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.082431,54:4b:54:24:74:37,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.143907,a0:de:0f:60:67:8d,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.269772,56:4b:54:34:74:37,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.588552,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.596014,52:9f:14:d9:81:25,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:38.899004,00:0c:e7:0d:ad:87,-75.0,-75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.018217,00:0c:e7:0d:ad:87,-75.0,-75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.021451,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.044864,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.056264,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.069665,52:9f:14:d9:81:25,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.099025,b2:16:7b:fe:cd:1f,-37.0,-37 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.178543,22:55:7e:84:10:17,-80.0,-80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.312270,00:e0:20:5c:07:c5,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.318067,50:8a:06:fc:81:4d,-40.0,-40 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.430739,1e:98:11:c5:8f:2f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.442410,54:4b:54:24:74:37,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.475067,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:39.906256,02:e0:20:0c:07:c5,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.008070,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.008461,54:4b:54:24:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.011517,22:55:7e:84:10:17,-76.0,-76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.023954,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.068865,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.080228,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.090896,a0:de:0f:60:67:8d,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.111731,52:9f:14:d9:81:25,-78.0,-78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:40.492166,1e:98:11:c5:8f:2f,-61.0,-61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.001835,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.002055,22:55:7e:84:10:17,-70.0,-70 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.005117,1e:98:11:c5:8f:2f,-61.0,-61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.019356,54:4b:54:24:74:37,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.032206,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.060625,52:9f:14:d9:81:25,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.092871,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.360287,00:e0:20:5c:07:c5,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.404476,dc:4f:22:fa:54:46,-68.0,-68 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.456474,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:41.523083,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.000985,54:4b:54:24:74:37,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.014500,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.025863,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.030346,52:9f:14:d9:81:25,-80.0,-80 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.056220,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.131014,1e:98:11:c5:8f:2f,-61.0,-61 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.137496,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.292843,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:42.528297,32:fa:bb:95:5e:e2,-63.0,-63 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.000781,54:4b:54:24:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.038454,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.049870,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.050437,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.080153,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.131256,22:55:7e:84:10:17,-74.0,-74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.468949,a0:de:0f:60:67:8d,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:43.596397,52:9f:14:d9:81:25,-78.0,-78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.001707,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.002906,dc:4f:22:fa:54:46,-67.0,-67 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.047292,54:4b:54:24:74:37,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.062469,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.063023,22:55:7e:84:10:17,-73.0,-73 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.073854,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.186124,a0:de:0f:60:67:8d,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.247402,a0:de:0f:60:67:88,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.468004,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.944222,00:e0:20:5c:07:c5,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:44.969932,b8:c6:aa:72:e5:fa,-36.0,-36 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.004757,a0:de:0f:60:67:8d,-81.0,-81 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.017616,dc:4f:22:fa:54:46,-75.0,-75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.025747,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.033534,50:8a:06:fc:81:4d,-57.0,-57 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.038156,b8:c6:aa:72:e5:fa,-35.0,-35 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.086463,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.097910,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.366666,d8:77:8b:f0:ad:72,-86.0,-86 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.601262,1e:98:11:c5:8f:2f,-47.0,-47 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.610304,22:55:7e:84:10:17,-78.0,-78 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.626485,54:4b:54:24:74:37,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.665409,56:4b:54:31:a6:ef,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.743396,f0:a8:82:56:94:ae,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.860716,52:9f:14:d9:81:25,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.906260,02:e0:20:0c:07:c5,-85.0,-85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:45.968212,00:e0:20:5c:07:c5,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.008069,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.019487,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.041533,dc:4f:22:fa:54:46,-71.0,-71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.049728,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.169658,54:4b:54:24:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.209218,22:55:7e:84:10:17,-77.0,-77 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.233856,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.664991,52:9f:14:d9:81:25,-75.0,-75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:46.972314,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.002482,54:4b:54:24:74:37,-85.0,-85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.026064,52:9f:14:d9:81:25,-76.0,-76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.032047,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.043502,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.055232,a0:de:0f:60:67:8d,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.073801,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.135124,22:55:7e:84:10:17,-76.0,-76 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.193724,b8:c6:aa:72:e5:fa,-35.0,-35 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:47.388877,a0:de:0f:60:67:88,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.040632,54:4b:54:24:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.052492,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.056121,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.067443,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.076833,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.097917,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.169480,b8:c6:aa:72:e5:fa,-41.0,-41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.202321,dc:4f:22:fa:54:46,-64.0,-64 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.430782,00:e0:20:5c:07:c5,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:48.626808,74:ec:b2:78:e1:3e,-41.0,-41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.003078,dc:4f:22:fa:54:46,-75.0,-75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.019312,30:cc:21:14:be:83,-20.0,-20 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.080070,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.091509,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.100784,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.122457,50:8a:06:fc:81:4d,-53.0,-53 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.333330,22:55:7e:84:10:17,-74.0,-74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.664110,74:ec:b2:78:e1:3e,-42.0,-42 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.906681,b8:c6:aa:72:e5:fa,-41.0,-41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:49.933327,02:e0:20:0c:07:c5,-85.0,-85 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.001688,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.013119,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.025098,dc:4f:22:fa:54:46,-75.0,-75 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.043411,30:cc:21:14:be:83,-17.0,-17 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.043629,50:8a:06:fc:81:4d,-58.0,-58 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.125061,a0:de:0f:60:67:8d,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.206921,22:55:7e:84:10:17,-71.0,-71 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.297226,32:fa:bb:95:5e:e2,-65.0,-65 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.463292,6e:b5:d7:6d:c9:fa,-66.0,-66 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.782115,00:e0:20:5c:07:c5,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:50.848951,54:4b:54:24:74:37,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.002881,22:55:7e:84:10:17,-72.0,-72 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.015425,00:e0:20:5c:07:c5,-84.0,-84 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.025717,54:4b:54:2b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.044833,56:4b:54:3b:84:8f,-62.0,-62 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.069308,30:cc:21:14:be:83,-16.0,-16 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.148801,a0:de:0f:60:67:8d,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.157628,f6:39:ed:47:35:e6,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.171567,50:8a:06:fc:81:4d,-55.0,-55 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.336736,54:4b:54:24:74:37,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.371171,b8:c6:aa:72:e5:fa,-41.0,-41 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.375768,dc:4f:22:fa:54:46,-74.0,-74 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.427446,52:9f:14:d9:81:25,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.560698,48:9a:5b:c7:f8:40,-82.0,-82 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.564121,1e:98:11:c5:8f:2f,-44.0,-44 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.648877,f0:a8:82:56:94:ae,-79.0,-79 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:51.910623,02:e0:20:0c:07:c5,-83.0,-83 dBm | Origem: Cliente desconhecido
2025-04-05 15:31:52.049672,54:4b:54:2b:84:8f,-61.0,-61 dBm | Origem: Cliente desconhecido
